ID,Date,Value,Category,Score,Status,Quantity,Price,Region,Priority
2674,2030-04-27,8151,B,40.03,Closed,556,347.93,West,Low
2675,2030-04-28,4236,D,36.38,Pending,686,990.84,Central,High
2676,2030-04-29,3352,D,70.36,Closed,902,721.63,East,Medium
2677,2030-04-30,2932,B,17.87,Closed,904,518.72,North,Medium
2678,2030-05-01,9556,C,36.33,Pending,295,583.58,East,Low
2679,2030-05-02,5916,C,29.13,Active,231,623.98,South,High
2680,2030-05-03,6498,C,60.15,Pending,236,34.33,North,Medium
2681,2030-05-04,1946,A,16.28,Closed,93,89.46,Central,Medium
2682,2030-05-05,2439,D,54.87,Closed,487,652.7,Central,Medium
2683,2030-05-06,8730,B,85.75,Pending,44,370.82,East,Low
2684,2030-05-07,5857,A,51.42,Closed,539,64.89,West,High
2685,2030-05-08,1340,C,68.35,Active,784,304.54,West,Medium
2686,2030-05-09,1382,A,7.52,Pending,475,138.98,South,High
2687,2030-05-10,9491,B,44.9,Closed,39,917.15,West,Medium
2688,2030-05-11,1138,B,9.49,Active,385,210.9,Central,Low
2689,2030-05-12,1358,D,59.95,Closed,435,152.25,North,High
2690,2030-05-13,5931,C,28.11,Active,959,629.91,East,Medium
2691,2030-05-14,4456,C,28.73,Closed,289,526.69,East,Low
2692,2030-05-15,2627,A,7.68,Pending,248,580.17,East,Low
2693,2030-05-16,7626,C,31.02,Closed,562,441.59,West,Low
2694,2030-05-17,6004,A,50.67,Pending,359,472.5,North,Medium
2695,2030-05-18,7652,B,58.47,Active,438,781.01,West,Low
2696,2030-05-19,7416,B,6.67,Active,795,227.72,West,Low
2697,2030-05-20,4170,B,65.15,Closed,209,402.56,Central,Low
2698,2030-05-21,4835,B,48.89,Pending,124,958.25,Central,Low
2699,2030-05-22,9017,B,53.69,Pending,975,198.09,West,Low
2700,2030-05-23,3151,A,83.28,Active,854,300.84,South,Medium
2701,2030-05-24,7905,B,34.22,Active,761,199.65,South,High
2702,2030-05-25,3834,A,17.41,Closed,403,30.29,South,Medium
2703,2030-05-26,3567,B,55.18,Active,284,277.13,West,Medium
2704,2030-05-27,2307,A,94.5,Active,663,56.0,North,Medium
2705,2030-05-28,9848,A,51.79,Pending,576,163.14,South,High
2706,2030-05-29,3660,A,83.19,Pending,996,369.06,Central,High
2707,2030-05-30,4730,C,75.7,Pending,241,30.51,East,Low
2708,2030-05-31,7207,A,51.83,Active,167,755.43,East,High
2709,2030-06-01,4162,A,64.76,Closed,752,797.63,West,Medium
2710,2030-06-02,2140,B,40.67,Closed,561,417.3,East,Low
2711,2030-06-03,9458,A,53.06,Active,699,984.82,West,High
2712,2030-06-04,2708,A,50.73,Closed,148,682.2,East,Medium
2713,2030-06-05,4630,D,70.91,Active,701,746.28,North,Low
2714,2030-06-06,4211,C,41.0,Closed,623,200.38,North,Low
2715,2030-06-07,7538,D,9.98,Active,896,839.06,North,Low
2716,2030-06-08,1475,B,78.87,Pending,265,945.6,North,Medium
2717,2030-06-09,8684,C,68.49,Closed,501,243.95,South,Low
2718,2030-06-10,2207,C,95.01,Pending,279,689.6,Central,Medium
2719,2030-06-11,2960,D,42.87,Pending,749,749.47,North,High
2720,2030-06-12,1557,C,7.82,Closed,903,312.12,South,Low
2721,2030-06-13,1882,D,12.16,Active,159,480.26,West,High
2722,2030-06-14,5761,A,77.33,Pending,60,106.56,East,Low
2723,2030-06-15,6867,D,6.78,Pending,499,181.36,East,Low
2724,2030-06-16,7963,C,90.78,Active,317,70.95,South,Low
2725,2030-06-17,8166,C,28.17,Active,587,564.56,East,Medium
2726,2030-06-18,8929,B,89.89,Closed,488,629.01,North,High
2727,2030-06-19,6347,B,77.35,Closed,465,916.96,East,Low
2728,2030-06-20,8269,B,87.12,Active,228,546.76,North,Low
2729,2030-06-21,9125,B,21.4,Pending,666,268.01,North,Medium
2730,2030-06-22,3454,C,59.57,Active,356,68.88,East,Low
2731,2030-06-23,5494,B,9.36,Closed,466,886.1,South,Medium
2732,2030-06-24,2946,D,20.23,Pending,822,484.07,West,Low
2733,2030-06-25,3808,A,30.99,Pending,799,739.95,South,High
2734,2030-06-26,7642,C,74.08,Closed,753,24.5,Central,Medium
2735,2030-06-27,4825,B,2.47,Pending,227,493.26,Central,Medium
2736,2030-06-28,4536,C,90.31,Active,169,332.47,North,Low
2737,2030-06-29,7068,B,7.08,Closed,284,40.03,North,High
2738,2030-06-30,4802,C,37.65,Pending,858,777.92,South,Low
2739,2030-07-01,5699,B,8.11,Closed,262,517.77,South,Medium
2740,2030-07-02,2970,A,76.9,Pending,802,339.85,North,Low
2741,2030-07-03,6806,B,14.13,Active,860,807.74,West,High
2742,2030-07-04,7142,D,88.48,Closed,364,452.45,West,Medium
2743,2030-07-05,3819,C,53.02,Pending,521,13.46,Central,High
2744,2030-07-06,1364,C,94.85,Active,861,945.0,West,High
2745,2030-07-07,5258,D,29.04,Active,98,263.13,East,Medium
2746,2030-07-08,4119,D,45.43,Active,12,832.27,North,High
2747,2030-07-09,2863,A,69.42,Pending,784,818.25,South,Low
2748,2030-07-10,1115,C,83.19,Pending,583,170.75,North,Medium
2749,2030-07-11,8084,A,42.14,Active,927,479.26,East,High
2750,2030-07-12,9016,C,89.24,Active,417,49.8,West,High
2751,2030-07-13,3384,C,11.8,Active,501,361.01,North,Low
2752,2030-07-14,4935,A,70.87,Active,135,733.67,East,Low
2753,2030-07-15,8742,C,34.82,Active,259,244.7,West,Low
2754,2030-07-16,6442,C,10.13,Pending,916,125.96,Central,Low
2755,2030-07-17,3490,A,38.67,Closed,517,512.05,Central,High
2756,2030-07-18,7980,B,88.02,Closed,963,541.62,Central,High
2757,2030-07-19,8661,A,98.05,Closed,751,679.07,East,High
2758,2030-07-20,2724,C,39.28,Pending,294,761.55,East,Medium
2759,2030-07-21,9182,D,88.64,Closed,847,698.85,South,High
2760,2030-07-22,3767,B,50.97,Closed,611,846.96,South,Medium
2761,2030-07-23,2137,D,71.7,Closed,440,230.68,Central,High
2762,2030-07-24,5117,B,4.54,Closed,151,574.07,North,Low
2763,2030-07-25,4420,D,55.73,Active,481,366.49,West,High
2764,2030-07-26,6845,B,7.02,Pending,258,962.49,South,Medium
2765,2030-07-27,5778,A,26.86,Closed,868,445.88,West,Low
2766,2030-07-28,4906,B,56.68,Active,149,960.12,North,High
2767,2030-07-29,4637,B,80.72,Closed,974,771.37,Central,Medium
2768,2030-07-30,3953,B,56.09,Closed,142,721.28,West,High
2769,2030-07-31,6929,C,93.62,Closed,251,496.65,Central,Low
2770,2030-08-01,1276,D,81.03,Closed,958,448.94,West,Medium
2771,2030-08-02,2999,A,15.62,Closed,746,531.28,North,Low
2772,2030-08-03,2227,D,38.9,Active,907,300.7,South,Medium
2773,2030-08-04,7337,D,66.85,Closed,644,905.46,East,Low
2774,2030-08-05,4735,A,93.84,Active,47,796.39,Central,Medium
2775,2030-08-06,1695,C,98.77,Closed,372,803.38,South,Medium
2776,2030-08-07,5152,B,76.32,Pending,94,438.82,West,High
2777,2030-08-08,8901,C,57.38,Active,761,80.38,South,Low
2778,2030-08-09,8470,C,75.66,Closed,356,686.25,East,High
2779,2030-08-10,8537,B,27.32,Active,532,380.67,Central,Low
2780,2030-08-11,3841,D,28.36,Closed,692,871.73,Central,Low
2781,2030-08-12,5208,B,65.43,Closed,272,782.54,South,High
2782,2030-08-13,9733,A,87.18,Active,994,153.87,North,Medium
2783,2030-08-14,2088,B,96.98,Closed,429,605.7,West,Low
2784,2030-08-15,4363,D,34.13,Closed,648,695.29,South,Medium
2785,2030-08-16,1024,C,79.66,Closed,749,572.46,North,Low
2786,2030-08-17,7144,C,85.15,Closed,702,518.9,Central,High
2787,2030-08-18,6668,B,62.32,Closed,724,235.58,West,Medium
2788,2030-08-19,5236,A,34.76,Closed,917,243.55,Central,High
2789,2030-08-20,9068,D,61.91,Active,64,770.33,East,Low
2790,2030-08-21,3235,C,58.44,Pending,872,28.5,North,High
2791,2030-08-22,8295,B,60.65,Closed,926,781.12,East,Low
2792,2030-08-23,9392,A,61.93,Active,164,531.53,East,Medium
2793,2030-08-24,9448,A,84.71,Pending,389,936.86,East,Medium
2794,2030-08-25,4747,C,17.01,Active,469,997.35,North,High
2795,2030-08-26,4175,C,36.73,Pending,550,666.85,West,High
2796,2030-08-27,5897,D,58.6,Pending,727,418.13,Central,Medium
2797,2030-08-28,6037,A,28.33,Pending,531,480.34,West,High
2798,2030-08-29,8427,D,97.82,Active,766,212.17,West,High
2799,2030-08-30,9605,A,26.32,Pending,586,108.24,West,Medium
2800,2030-08-31,3014,A,46.96,Closed,923,582.98,Central,Low
2801,2030-09-01,2381,B,87.74,Closed,995,807.44,Central,High
2802,2030-09-02,2098,C,8.01,Pending,653,269.15,North,High
2803,2030-09-03,4426,A,82.07,Pending,905,425.46,South,Medium
2804,2030-09-04,4655,D,57.1,Closed,17,559.23,Central,Low
2805,2030-09-05,8938,C,3.18,Active,607,908.82,Central,Low
2806,2030-09-06,1187,D,90.29,Active,746,147.24,South,High
2807,2030-09-07,6409,C,3.92,Closed,940,244.51,Central,High
2808,2030-09-08,3092,C,51.52,Active,301,919.35,West,Low
2809,2030-09-09,3130,A,4.9,Active,88,49.14,Central,High
2810,2030-09-10,6242,B,7.12,Pending,810,659.55,North,Low
2811,2030-09-11,9549,A,88.72,Active,563,643.13,Central,High
2812,2030-09-12,6647,C,76.58,Closed,245,389.42,South,High
2813,2030-09-13,6185,A,19.69,Active,467,473.48,West,Medium
2814,2030-09-14,6776,A,62.05,Pending,442,856.37,South,Low
2815,2030-09-15,8913,C,79.47,Closed,113,173.33,Central,Low
2816,2030-09-16,8547,C,88.96,Closed,442,239.25,Central,High
2817,2030-09-17,8823,A,46.83,Closed,926,517.23,North,Medium
2818,2030-09-18,8355,A,89.75,Pending,901,415.65,West,Low
2819,2030-09-19,7465,A,50.79,Closed,8,578.63,Central,High
2820,2030-09-20,2497,D,68.82,Pending,549,921.63,North,High
2821,2030-09-21,3555,A,97.9,Pending,559,917.93,North,Medium
2822,2030-09-22,6409,D,23.6,Active,100,237.72,South,Low
2823,2030-09-23,3951,B,16.85,Closed,345,309.12,West,Low
2824,2030-09-24,2238,D,34.2,Active,685,170.45,East,High
2825,2030-09-25,5727,A,16.44,Active,753,928.51,North,High
2826,2030-09-26,4965,B,28.42,Pending,901,403.89,East,Medium
2827,2030-09-27,6686,D,74.3,Active,481,455.21,South,Low
2828,2030-09-28,4701,D,47.75,Active,703,804.61,North,Low
2829,2030-09-29,3780,C,37.5,Active,342,517.84,West,Medium
2830,2030-09-30,8398,B,36.87,Closed,943,128.56,East,Low
2831,2030-10-01,2588,C,19.45,Active,234,443.47,West,Medium
2832,2030-10-02,3368,B,44.74,Pending,793,634.22,East,Low
2833,2030-10-03,6789,D,62.46,Closed,235,722.02,South,Medium
2834,2030-10-04,1436,C,13.92,Pending,126,648.9,North,Medium
2835,2030-10-05,3828,A,97.28,Closed,690,127.99,North,High
2836,2030-10-06,2556,D,44.33,Closed,477,311.3,South,Low
2837,2030-10-07,8570,B,94.8,Closed,685,736.23,Central,High
2838,2030-10-08,8480,B,13.47,Pending,372,881.39,East,Medium
2839,2030-10-09,1182,C,76.72,Active,120,56.71,East,Medium
2840,2030-10-10,8190,C,61.76,Closed,542,51.81,Central,Medium
2841,2030-10-11,7687,B,82.01,Pending,560,646.97,South,Low
2842,2030-10-12,6565,D,60.07,Closed,179,552.57,West,High
2843,2030-10-13,8241,C,96.28,Active,94,163.79,West,Medium
2844,2030-10-14,8651,A,62.69,Closed,567,552.81,South,Low
2845,2030-10-15,6575,B,78.46,Pending,748,974.74,West,Medium
2846,2030-10-16,2589,A,87.76,Closed,951,634.59,South,Medium
2847,2030-10-17,9851,B,71.46,Pending,302,454.65,East,Medium
2848,2030-10-18,1159,A,52.42,Active,799,829.26,East,Medium
2849,2030-10-19,7555,D,27.28,Active,418,220.69,Central,High
2850,2030-10-20,9244,B,85.45,Closed,860,420.18,South,Medium
2851,2030-10-21,7846,D,48.06,Active,586,532.49,West,Medium
2852,2030-10-22,3307,C,62.07,Pending,452,509.49,South,High
2853,2030-10-23,2228,B,7.92,Closed,417,921.76,North,High
2854,2030-10-24,8226,D,49.74,Pending,824,299.74,Central,Medium
2855,2030-10-25,6590,A,69.82,Closed,954,65.94,North,High
2856,2030-10-26,7919,D,58.41,Pending,122,917.21,Central,High
2857,2030-10-27,6585,B,44.86,Closed,57,224.9,Central,High
2858,2030-10-28,7046,D,22.34,Pending,785,385.24,Central,High
2859,2030-10-29,5945,A,30.97,Pending,139,535.58,North,Medium
2860,2030-10-30,8927,A,70.06,Closed,199,976.12,Central,Low
2861,2030-10-31,8016,A,22.42,Pending,721,539.92,South,Low
2862,2030-11-01,8758,C,62.17,Active,988,453.27,South,Medium
2863,2030-11-02,6086,B,58.97,Pending,785,587.8,North,Low
2864,2030-11-03,8161,A,97.04,Closed,361,971.1,East,High
2865,2030-11-04,2884,C,6.08,Active,650,819.77,East,Low
2866,2030-11-05,2809,A,10.81,Active,410,177.28,North,Medium
2867,2030-11-06,4167,D,50.61,Pending,646,805.23,Central,Low
2868,2030-11-07,7352,B,52.71,Pending,849,842.69,Central,Medium
2869,2030-11-08,7056,D,3.99,Pending,528,693.79,Central,Low
2870,2030-11-09,3437,C,82.59,Active,615,660.66,North,High
2871,2030-11-10,7468,D,49.47,Active,243,446.47,Central,High
2872,2030-11-11,6951,D,34.66,Active,90,645.28,South,High
2873,2030-11-12,6276,A,31.89,Closed,516,740.2,Central,Low
2874,2030-11-13,9859,D,86.14,Closed,62,131.59,North,Low
2875,2030-11-14,8818,A,19.67,Pending,212,264.76,Central,Low
2876,2030-11-15,5728,A,16.04,Closed,248,202.14,South,High
2877,2030-11-16,3624,B,21.32,Closed,704,842.8,North,Low
2878,2030-11-17,6738,C,62.5,Pending,497,683.2,East,Low
2879,2030-11-18,5232,C,81.09,Pending,56,456.27,North,Medium
2880,2030-11-19,6793,C,33.1,Active,459,827.8,West,High
2881,2030-11-20,5523,A,17.35,Active,919,719.61,East,Low
2882,2030-11-21,6571,C,20.92,Pending,289,914.46,East,Medium
2883,2030-11-22,3224,A,61.92,Pending,543,86.04,North,Medium
2884,2030-11-23,9389,B,24.6,Closed,903,514.07,West,Medium
2885,2030-11-24,7091,C,87.73,Closed,470,709.68,East,High
2886,2030-11-25,9662,A,10.39,Closed,389,215.42,Central,Medium
2887,2030-11-26,7361,C,3.24,Pending,421,333.85,West,High
2888,2030-11-27,2948,C,8.84,Pending,513,424.79,West,Medium
2889,2030-11-28,8094,B,84.56,Active,710,796.38,North,Low
2890,2030-11-29,7318,D,65.12,Closed,557,498.64,North,High
2891,2030-11-30,4796,C,95.77,Active,559,497.94,North,High
2892,2030-12-01,1234,B,33.63,Pending,964,436.58,West,Low
2893,2030-12-02,4607,C,21.27,Closed,734,236.3,South,Medium
2894,2030-12-03,9043,C,56.2,Active,798,923.84,North,High
2895,2030-12-04,1522,C,53.78,Pending,81,324.62,South,High
2896,2030-12-05,6904,C,59.1,Active,444,571.79,East,High
2897,2030-12-06,5888,D,34.75,Closed,792,157.29,Central,High
2898,2030-12-07,6832,D,0.59,Active,287,439.9,Central,High
2899,2030-12-08,8122,C,3.5,Active,284,904.77,South,Low
2900,2030-12-09,6842,C,66.38,Pending,941,995.51,West,High
2901,2030-12-10,2316,B,52.33,Closed,491,368.13,Central,High
2902,2030-12-11,2124,B,82.1,Active,388,162.45,South,Low
2903,2030-12-12,6621,A,30.04,Pending,701,321.31,North,Medium
2904,2030-12-13,6423,D,81.55,Closed,551,333.97,South,High
2905,2030-12-14,3587,C,42.55,Pending,595,648.06,East,Low
2906,2030-12-15,6672,D,9.67,Closed,408,501.2,South,Low
2907,2030-12-16,2378,B,97.79,Pending,327,770.78,North,Medium
2908,2030-12-17,4374,D,51.19,Pending,942,704.29,South,High
2909,2030-12-18,2519,D,62.95,Pending,949,258.8,North,High
2910,2030-12-19,6777,C,67.08,Active,176,786.41,North,Medium
2911,2030-12-20,8935,C,36.24,Active,521,848.99,East,Low
2912,2030-12-21,7093,B,74.75,Pending,790,602.41,East,Low
2913,2030-12-22,9418,C,87.03,Closed,383,928.39,Central,Low
2914,2030-12-23,6355,B,38.72,Pending,258,785.12,North,Medium
2915,2030-12-24,5968,B,65.7,Active,347,599.44,North,Medium
2916,2030-12-25,6574,A,75.71,Closed,272,907.1,North,Low
2917,2030-12-26,5072,A,19.01,Active,261,604.35,Central,High
2918,2030-12-27,3257,A,33.26,Pending,396,525.98,West,High
2919,2030-12-28,9588,D,10.88,Active,692,362.7,East,Low
2920,2030-12-29,5424,A,60.22,Active,154,884.03,East,High
2921,2030-12-30,4237,C,80.09,Active,527,131.5,North,Low
2922,2030-12-31,4893,C,61.08,Pending,67,478.77,Central,Low
2923,2031-01-01,3005,A,17.98,Active,841,542.04,North,High
2924,2031-01-02,3016,D,54.64,Pending,699,559.2,East,High
2925,2031-01-03,2772,B,83.49,Pending,348,655.37,Central,Medium
2926,2031-01-04,9353,D,30.27,Active,935,510.74,South,High
2927,2031-01-05,4976,D,83.27,Closed,63,264.25,East,High
2928,2031-01-06,2751,B,78.46,Active,356,858.37,South,High
2929,2031-01-07,9967,B,2.17,Active,281,660.95,West,High
2930,2031-01-08,8430,B,23.95,Active,41,859.61,South,Low
2931,2031-01-09,8170,C,54.29,Closed,540,283.28,Central,High
2932,2031-01-10,7469,B,71.76,Closed,367,640.69,South,Low
2933,2031-01-11,4220,B,88.05,Pending,277,717.03,West,Low
2934,2031-01-12,1539,D,64.1,Closed,221,389.57,East,Medium
2935,2031-01-13,2461,D,38.03,Closed,729,814.12,West,Low
2936,2031-01-14,6184,A,18.46,Active,734,12.48,Central,High
2937,2031-01-15,9547,D,76.0,Pending,61,598.97,South,Medium
2938,2031-01-16,1234,B,20.68,Pending,103,617.43,South,Medium
2939,2031-01-17,2548,C,69.54,Closed,185,538.5,Central,Medium
2940,2031-01-18,8480,D,18.12,Closed,907,633.75,North,Low
2941,2031-01-19,5213,D,9.11,Active,147,175.55,Central,Low
2942,2031-01-20,2673,B,25.11,Closed,75,687.93,Central,Low
2943,2031-01-21,7708,D,28.49,Closed,473,342.43,West,Medium
2944,2031-01-22,8982,D,64.72,Pending,1,457.53,West,Low
2945,2031-01-23,3100,B,16.09,Closed,416,339.78,Central,Low
2946,2031-01-24,4748,D,93.03,Active,469,479.2,East,Medium
2947,2031-01-25,4173,C,55.44,Pending,365,625.35,South,Medium
2948,2031-01-26,2815,A,49.09,Pending,845,839.96,Central,High
2949,2031-01-27,4841,D,43.47,Closed,674,488.6,North,Medium
2950,2031-01-28,9016,C,56.66,Active,17,329.99,South,Medium
2951,2031-01-29,8011,D,2.24,Pending,510,493.06,East,Medium
2952,2031-01-30,5493,A,99.01,Active,755,691.92,Central,High
2953,2031-01-31,1674,B,55.75,Active,439,353.23,East,High
2954,2031-02-01,9088,A,3.52,Closed,879,420.14,South,High
2955,2031-02-02,9578,D,59.0,Active,531,567.21,North,Medium
2956,2031-02-03,3158,A,43.71,Pending,842,301.07,South,High
2957,2031-02-04,3661,A,2.4,Closed,938,216.99,South,Medium
2958,2031-02-05,3064,B,92.44,Pending,59,148.99,Central,Low
2959,2031-02-06,4253,D,1.06,Active,713,359.08,South,High
2960,2031-02-07,5979,A,57.79,Active,115,57.86,Central,Low
2961,2031-02-08,8703,A,96.18,Closed,203,587.65,Central,Medium
2962,2031-02-09,9931,B,23.76,Closed,806,184.15,East,Low
2963,2031-02-10,2401,C,25.42,Pending,543,383.62,North,High
2964,2031-02-11,4259,D,0.04,Pending,194,276.53,Central,High
2965,2031-02-12,4923,C,6.64,Active,472,634.09,West,Medium
2966,2031-02-13,5214,C,4.49,Closed,106,851.84,East,High
2967,2031-02-14,4227,B,82.27,Active,879,636.97,Central,Low
2968,2031-02-15,3745,B,83.67,Active,965,547.08,Central,Low
2969,2031-02-16,7091,D,72.67,Pending,818,672.39,East,High
2970,2031-02-17,4866,C,35.27,Pending,126,39.69,South,High
2971,2031-02-18,6818,A,82.13,Pending,414,131.62,Central,Medium
2972,2031-02-19,3222,C,53.98,Closed,615,103.98,North,Low
2973,2031-02-20,3792,B,30.43,Pending,675,107.22,Central,High
2974,2031-02-21,5063,A,43.73,Closed,510,267.88,East,Low
2975,2031-02-22,2524,A,6.58,Active,501,536.73,West,Medium
2976,2031-02-23,9224,B,94.49,Closed,827,123.53,East,Low
2977,2031-02-24,7198,A,61.91,Pending,121,935.77,East,Medium
2978,2031-02-25,5025,C,73.12,Closed,752,855.71,North,Low
2979,2031-02-26,3566,B,67.66,Closed,913,971.93,South,Medium
2980,2031-02-27,3803,D,66.77,Pending,607,52.08,North,High
2981,2031-02-28,4709,B,1.73,Pending,962,852.89,North,High
2982,2031-03-01,7155,D,52.54,Active,208,805.7,Central,Medium
2983,2031-03-02,1719,D,82.17,Closed,661,903.08,West,Low
2984,2031-03-03,7516,B,4.45,Active,350,532.66,East,Low
2985,2031-03-04,5579,B,95.62,Active,820,790.01,North,Low
2986,2031-03-05,1972,D,42.42,Closed,193,60.77,North,High
2987,2031-03-06,4718,D,28.99,Active,654,85.12,South,High
2988,2031-03-07,8395,A,53.18,Closed,784,127.35,South,Low
2989,2031-03-08,5402,B,80.12,Active,823,915.64,West,High
2990,2031-03-09,5552,B,47.48,Active,393,70.56,East,High
2991,2031-03-10,3207,A,64.51,Closed,497,109.15,North,High
2992,2031-03-11,5426,B,49.99,Pending,392,931.11,Central,Medium
2993,2031-03-12,7919,A,63.13,Closed,713,116.32,South,Medium
2994,2031-03-13,9835,A,13.8,Pending,674,871.06,North,High
2995,2031-03-14,9386,B,3.87,Closed,109,791.38,Central,High
2996,2031-03-15,9680,C,13.69,Closed,929,49.88,North,High
2997,2031-03-16,3204,D,28.58,Pending,470,31.63,West,Low
2998,2031-03-17,6345,B,25.34,Pending,350,539.04,West,Medium
2999,2031-03-18,4276,C,61.52,Closed,775,997.2,Central,Low
3000,2031-03-19,2102,A,45.59,Closed,722,880.04,South,High
3001,2031-03-20,6243,C,3.88,Closed,149,316.93,West,High
3002,2031-03-21,7614,B,3.49,Pending,256,392.45,South,Low
3003,2031-03-22,9707,B,9.06,Closed,389,394.03,Central,High
3004,2031-03-23,6223,C,35.31,Pending,199,736.84,Central,Medium
3005,2031-03-24,9584,B,0.62,Active,908,347.72,North,Medium
3006,2031-03-25,1630,D,49.4,Pending,443,156.32,Central,High
3007,2031-03-26,7683,C,36.07,Active,849,749.64,North,Medium
3008,2031-03-27,1277,A,55.54,Closed,186,463.44,South,High
3009,2031-03-28,1232,C,72.08,Closed,344,86.01,North,High
3010,2031-03-29,6690,C,25.1,Pending,677,792.15,South,High
3011,2031-03-30,8659,C,15.71,Active,108,589.46,West,Medium
3012,2031-03-31,1025,C,27.81,Closed,595,494.48,South,Low
3013,2031-04-01,8468,A,0.18,Closed,813,676.61,East,Medium
3014,2031-04-02,7410,A,12.0,Active,80,510.31,North,Medium
3015,2031-04-03,9652,A,75.08,Closed,253,651.94,West,Low
3016,2031-04-04,4764,C,22.28,Closed,25,868.81,South,Medium
3017,2031-04-05,7599,D,99.43,Pending,283,617.38,Central,High
3018,2031-04-06,6102,D,16.78,Closed,563,663.0,North,Medium
3019,2031-04-07,8006,A,78.88,Active,887,617.72,South,High
3020,2031-04-08,4483,D,70.5,Closed,938,535.87,West,High
3021,2031-04-09,2994,D,32.21,Pending,620,180.25,Central,Medium
3022,2031-04-10,9682,D,33.07,Closed,967,342.32,North,Low
3023,2031-04-11,2072,D,56.36,Active,238,696.18,West,Medium
3024,2031-04-12,7707,D,85.24,Closed,938,431.22,Central,Medium
3025,2031-04-13,1215,B,38.62,Active,316,412.07,East,Medium
3026,2031-04-14,8605,A,6.12,Pending,840,761.68,Central,High
3027,2031-04-15,3606,C,37.44,Closed,463,15.51,North,High
3028,2031-04-16,9350,D,20.73,Closed,698,682.2,East,Low
3029,2031-04-17,5781,B,93.92,Pending,592,494.33,South,Low
3030,2031-04-18,4313,C,69.73,Active,840,382.99,East,Medium
3031,2031-04-19,8763,B,5.08,Active,996,347.13,East,Low
3032,2031-04-20,6939,D,29.3,Closed,608,181.15,East,Medium
3033,2031-04-21,3295,D,5.02,Active,382,340.91,Central,High
3034,2031-04-22,6685,D,83.0,Active,465,397.5,East,Medium
3035,2031-04-23,2696,D,90.63,Closed,996,443.07,East,Medium
3036,2031-04-24,2946,C,11.23,Active,150,675.58,South,Medium
3037,2031-04-25,3783,C,44.03,Active,352,459.04,East,Medium
3038,2031-04-26,4644,B,93.19,Closed,442,798.32,Central,Low
3039,2031-04-27,6241,A,14.52,Closed,395,643.34,West,Medium
3040,2031-04-28,7420,D,29.19,Active,365,197.7,West,High
3041,2031-04-29,8557,B,30.43,Closed,6,284.4,Central,Medium
3042,2031-04-30,3645,B,3.01,Active,534,88.46,Central,High
3043,2031-05-01,7589,B,3.63,Active,974,946.26,East,Low
3044,2031-05-02,7353,D,95.28,Active,220,887.68,Central,Medium
3045,2031-05-03,2932,D,57.11,Active,871,93.95,East,High
3046,2031-05-04,2757,B,30.66,Closed,12,578.34,North,Medium
3047,2031-05-05,6085,D,37.87,Closed,795,960.8,South,Medium
3048,2031-05-06,6637,B,71.48,Pending,385,749.67,South,Low
3049,2031-05-07,2116,C,36.65,Closed,704,496.89,South,High
3050,2031-05-08,1492,D,22.78,Pending,458,248.69,North,High
3051,2031-05-09,9811,C,10.18,Active,225,286.25,South,High
3052,2031-05-10,8888,A,72.89,Closed,336,738.88,East,Medium
3053,2031-05-11,7474,D,18.06,Active,167,782.77,West,Low
3054,2031-05-12,5958,A,6.96,Pending,316,533.41,South,Medium
3055,2031-05-13,3743,B,42.7,Closed,116,129.74,South,Low
3056,2031-05-14,8866,D,3.96,Closed,838,934.53,East,Low
3057,2031-05-15,8160,D,96.5,Closed,950,846.32,East,High
3058,2031-05-16,6451,D,62.73,Closed,921,149.13,South,Low
3059,2031-05-17,6258,A,15.27,Active,498,66.16,Central,High
3060,2031-05-18,9548,A,17.25,Closed,148,540.51,North,Medium
3061,2031-05-19,8186,B,56.98,Pending,36,291.3,West,Medium
3062,2031-05-20,7102,C,35.66,Closed,407,290.42,West,Low
3063,2031-05-21,1619,C,77.43,Pending,976,96.35,North,High
3064,2031-05-22,1882,A,54.58,Pending,385,953.85,South,High
3065,2031-05-23,9988,D,43.33,Active,757,831.86,South,Medium
3066,2031-05-24,4642,C,96.3,Closed,990,122.7,South,Low
3067,2031-05-25,2296,C,39.07,Pending,411,877.83,South,High
3068,2031-05-26,9436,A,40.06,Closed,308,686.13,South,High
3069,2031-05-27,3895,B,66.58,Active,642,332.19,West,Low
3070,2031-05-28,7593,A,80.95,Active,240,872.54,South,Medium
3071,2031-05-29,1929,A,62.62,Closed,917,602.04,East,High
3072,2031-05-30,6366,D,69.86,Pending,905,850.18,Central,High
3073,2031-05-31,9711,A,37.29,Active,367,474.58,South,Low
3074,2031-06-01,4212,D,47.95,Pending,856,505.64,East,Low
3075,2031-06-02,3409,B,19.7,Pending,304,298.1,West,High
3076,2031-06-03,9199,D,68.02,Closed,617,393.82,East,High
3077,2031-06-04,4423,B,22.15,Active,167,572.07,North,Low
3078,2031-06-05,7976,B,0.13,Closed,554,947.59,North,Low
3079,2031-06-06,8594,B,93.38,Closed,967,604.12,East,High
3080,2031-06-07,6158,A,30.6,Closed,766,155.9,South,Low
3081,2031-06-08,4667,D,19.66,Pending,862,16.93,South,High
3082,2031-06-09,6973,C,26.81,Closed,301,852.48,South,Low
3083,2031-06-10,7236,A,33.04,Active,898,370.68,East,High
3084,2031-06-11,9277,B,47.45,Pending,972,321.82,North,High
3085,2031-06-12,3468,C,6.94,Closed,205,802.72,North,Low
